# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.5 - Feb. 26, 2020
# Instrument: /zhome/89/0/38697/once/McStas-2.5_CPU_MPICC/PSI_DMC/PSI_DMC.instr
# Ncount: 2500000
# Trace: no
# Gravitation: no
# Seed: 1582959961
# Directory: 1
# Nodes: 4
# Param: lambda=2.5666
# Param: R=0.87
# Param: R_curve=0.87
# Param: filename=Na2Ca3Al2F14.laz
# Param: D_PHI=6
# Param: SHIFT=0
# Param: PACK=0.7
# Param: Dw=0.8
# Param: BARNS=1
# Date: Wed Feb 26 19:38:13 2020 (1582742293)
# type: array_1d(128)
# Source: PSI_DMC (/zhome/89/0/38697/once/McStas-2.5_CPU_MPICC/PSI_DMC/PSI_DMC.instr)
# component: lambda_sample
# position: 1.98674 0 51.065
# title: Wavelength monitor
# Ncount: 10000000
# filename: L_sample.dat
# statistics: X0=2.56674; dX=0.00899521;
# signal: Min=0; Max=236711; Mean=15724.4;
# values: 2.01272e+06 5549.93 247053
# xvar: L
# yvar: (I,I_err)
# xlabel: Wavelength [AA]
# ylabel: Intensity
# xlimits: 2.3666 2.7666
# variables: L I I_err N
2.3681625 0 0 0 
2.3712875 0 0 0 
2.3744125 0 0 0 
2.3775375 0 0 0 
2.3806625 0 0 0 
2.3837875 0 0 0 
2.3869125 0 0 0 
2.3900375 0 0 0 
2.3931625 0 0 0 
2.3962875 0 0 0 
2.3994125 0 0 0 
2.4025375 0 0 0 
2.4056625 0 0 0 
2.4087875 0 0 0 
2.4119125 0 0 0 
2.4150375 0 0 0 
2.4181625 0 0 0 
2.4212875 0 0 0 
2.4244125 0 0 0 
2.4275375 0 0 0 
2.4306625 0 0 0 
2.4337875 0 0 0 
2.4369125 0 0 0 
2.4400375 0 0 0 
2.4431625 0 0 0 
2.4462875 0 0 0 
2.4494125 0 0 0 
2.4525375 0 0 0 
2.4556625 0 0 0 
2.4587875 0 0 0 
2.4619125 0 0 0 
2.4650375 0 0 0 
2.4681625 0 0 0 
2.4712875 0 0 0 
2.4744125 0 0 0 
2.4775375 0 0 0 
2.4806625 0 0 0 
2.4837875 0 0 0 
2.4869125 0 0 0 
2.4900375 0 0 0 
2.4931625 0 0 0 
2.4962875 0 0 0 
2.4994125 0 0 0 
2.5025375 0 0 0 
2.5056625 0 0 0 
2.5087875 0 0 0 
2.5119125 0 0 0 
2.5150375 0 0 0 
2.5181625 0 0 0 
2.5212875 0 0 0 
2.5244125 0 0 0 
2.5275375 0 0 0 
2.5306625 0 0 0 
2.5337875 0 0 0 
2.5369125 0 0 0 
2.5400375 0 0 0 
2.5431625 1828.108274 162.6708396 8980 
2.5462875 15476.82888 475.0854297 11430 
2.5494125 50916.46096 875.0011101 13385 
2.5525375 107381.1676 1274.127471 15536 
2.5556625 152296.6357 1519.856197 16442 
2.5587875 205213.3942 1766.115651 18308 
2.5619125 222010.3067 1838.366892 18245 
2.5650375 236357.318 1905.626965 18776 
2.5681625 236710.5475 1902.687089 18844 
2.5712875 235411.2427 1907.446831 19216 
2.5744125 198083.3284 1750.489043 18105 
2.5775375 169400.5988 1623.946395 18232 
2.5806625 109892.0991 1305.538184 15968 
2.5837875 56055.99372 919.0274702 14769 
2.5869125 14498.51634 449.4133164 11414 
2.5900375 1187.400975 99.80110516 9403 
2.5931625 0 0 0 
2.5962875 0 0 0 
2.5994125 0 0 0 
2.6025375 0 0 0 
2.6056625 0 0 0 
2.6087875 0 0 0 
2.6119125 0 0 0 
2.6150375 0 0 0 
2.6181625 0 0 0 
2.6212875 0 0 0 
2.6244125 0 0 0 
2.6275375 0 0 0 
2.6306625 0 0 0 
2.6337875 0 0 0 
2.6369125 0 0 0 
2.6400375 0 0 0 
2.6431625 0 0 0 
2.6462875 0 0 0 
2.6494125 0 0 0 
2.6525375 0 0 0 
2.6556625 0 0 0 
2.6587875 0 0 0 
2.6619125 0 0 0 
2.6650375 0 0 0 
2.6681625 0 0 0 
2.6712875 0 0 0 
2.6744125 0 0 0 
2.6775375 0 0 0 
2.6806625 0 0 0 
2.6837875 0 0 0 
2.6869125 0 0 0 
2.6900375 0 0 0 
2.6931625 0 0 0 
2.6962875 0 0 0 
2.6994125 0 0 0 
2.7025375 0 0 0 
2.7056625 0 0 0 
2.7087875 0 0 0 
2.7119125 0 0 0 
2.7150375 0 0 0 
2.7181625 0 0 0 
2.7212875 0 0 0 
2.7244125 0 0 0 
2.7275375 0 0 0 
2.7306625 0 0 0 
2.7337875 0 0 0 
2.7369125 0 0 0 
2.7400375 0 0 0 
2.7431625 0 0 0 
2.7462875 0 0 0 
2.7494125 0 0 0 
2.7525375 0 0 0 
2.7556625 0 0 0 
2.7587875 0 0 0 
2.7619125 0 0 0 
2.7650375 0 0 0 
